sample_id,gt_score,parsed_score,error,abs_error,orig_dataset
668,2.0,4,2.0,2.0,Concept Caption
669,3.0,4,1.0,1.0,Concept Caption
670,2.0,5,3.0,3.0,Concept Caption
671,3.0,4,1.0,1.0,Concept Caption
672,4.0,4,0.0,0.0,Concept Caption
673,3.0,3,0.0,0.0,Concept Caption
674,5.0,5,0.0,0.0,Concept Caption
675,1.0,3,2.0,2.0,Concept Caption
676,2.0,4,2.0,2.0,Concept Caption
677,3.0,5,2.0,2.0,Concept Caption
678,5.0,5,0.0,0.0,Concept Caption
679,4.0,5,1.0,1.0,Concept Caption
680,5.0,4,-1.0,1.0,Concept Caption
681,5.0,3,-2.0,2.0,Concept Caption
682,4.0,5,1.0,1.0,Concept Caption
683,3.0,5,2.0,2.0,Concept Caption
684,4.0,4,0.0,0.0,Concept Caption
685,2.0,5,3.0,3.0,Concept Caption
686,3.0,5,2.0,2.0,Concept Caption
687,3.0,2,-1.0,1.0,Concept Caption
688,3.0,3,0.0,0.0,Concept Caption
689,3.0,5,2.0,2.0,Concept Caption
690,5.0,5,0.0,0.0,Concept Caption
691,2.0,3,1.0,1.0,Concept Caption
692,3.0,4,1.0,1.0,Concept Caption
693,3.0,5,2.0,2.0,Concept Caption
694,5.0,5,0.0,0.0,Concept Caption
695,4.0,4,0.0,0.0,Concept Caption
696,4.0,3,-1.0,1.0,Concept Caption
697,3.0,4,1.0,1.0,Concept Caption
698,5.0,5,0.0,0.0,Concept Caption
699,3.0,4,1.0,1.0,Concept Caption
700,3.0,5,2.0,2.0,Concept Caption
701,3.0,4,1.0,1.0,Concept Caption
702,4.0,5,1.0,1.0,Concept Caption
703,3.0,4,1.0,1.0,Concept Caption
704,4.0,3,-1.0,1.0,Concept Caption
705,3.0,3,0.0,0.0,Concept Caption
706,5.0,5,0.0,0.0,Concept Caption
707,3.0,3,0.0,0.0,Concept Caption
708,3.0,4,1.0,1.0,Concept Caption
709,3.0,4,1.0,1.0,Concept Caption
710,4.0,5,1.0,1.0,Concept Caption
711,4.0,5,1.0,1.0,Concept Caption
712,1.0,3,2.0,2.0,Concept Caption
713,2.0,4,2.0,2.0,Concept Caption
714,3.0,5,2.0,2.0,Concept Caption
715,3.0,4,1.0,1.0,Concept Caption
716,1.0,4,3.0,3.0,Concept Caption
717,3.0,4,1.0,1.0,Concept Caption
718,4.0,5,1.0,1.0,Concept Caption
719,1.0,4,3.0,3.0,Concept Caption
720,4.0,4,0.0,0.0,Concept Caption
721,3.0,5,2.0,2.0,Concept Caption
722,3.0,5,2.0,2.0,Concept Caption
723,4.0,3,-1.0,1.0,Concept Caption
724,2.0,2,0.0,0.0,Concept Caption
725,5.0,1,-4.0,4.0,Concept Caption
726,4.0,5,1.0,1.0,Concept Caption
727,3.0,4,1.0,1.0,Concept Caption
728,3.0,3,0.0,0.0,Concept Caption
729,4.0,4,0.0,0.0,Concept Caption
730,3.0,4,1.0,1.0,Concept Caption
731,3.0,3,0.0,0.0,Concept Caption
732,3.0,4,1.0,1.0,Concept Caption
733,4.0,5,1.0,1.0,Concept Caption
734,3.0,4,1.0,1.0,Concept Caption
735,3.0,4,1.0,1.0,Concept Caption
736,3.0,4,1.0,1.0,Concept Caption
737,4.0,5,1.0,1.0,Concept Caption
738,4.0,4,0.0,0.0,Concept Caption
739,2.0,1,-1.0,1.0,Concept Caption
740,4.0,4,0.0,0.0,Concept Caption
741,5.0,5,0.0,0.0,Concept Caption
742,5.0,5,0.0,0.0,Concept Caption
743,4.0,4,0.0,0.0,Concept Caption
744,3.0,5,2.0,2.0,Concept Caption
745,5.0,5,0.0,0.0,Concept Caption
746,3.0,4,1.0,1.0,Concept Caption
747,2.0,5,3.0,3.0,Concept Caption
748,3.0,5,2.0,2.0,Concept Caption
749,4.0,4,0.0,0.0,Concept Caption
750,3.0,5,2.0,2.0,Concept Caption
751,3.0,3,0.0,0.0,Concept Caption
752,5.0,4,-1.0,1.0,Concept Caption
753,4.0,4,0.0,0.0,Concept Caption
754,4.0,2,-2.0,2.0,Concept Caption
755,3.0,4,1.0,1.0,Concept Caption
756,3.0,5,2.0,2.0,Concept Caption
757,5.0,5,0.0,0.0,Concept Caption
758,4.0,4,0.0,0.0,Concept Caption
759,2.0,2,0.0,0.0,Concept Caption
760,3.0,4,1.0,1.0,Concept Caption
761,4.0,5,1.0,1.0,Concept Caption
762,3.0,4,1.0,1.0,Concept Caption
763,4.0,3,-1.0,1.0,Concept Caption
764,4.0,4,0.0,0.0,Concept Caption
765,4.0,3,-1.0,1.0,Concept Caption
766,4.0,4,0.0,0.0,Concept Caption
767,2.0,4,2.0,2.0,Concept Caption
768,4.0,4,0.0,0.0,Concept Caption
769,5.0,5,0.0,0.0,Concept Caption
770,4.0,4,0.0,0.0,Concept Caption
771,2.0,2,0.0,0.0,Concept Caption
772,1.0,4,3.0,3.0,Concept Caption
773,3.0,5,2.0,2.0,Concept Caption
774,2.0,4,2.0,2.0,Concept Caption
775,3.0,4,1.0,1.0,Concept Caption
776,3.0,4,1.0,1.0,Concept Caption
777,5.0,5,0.0,0.0,Concept Caption
778,5.0,5,0.0,0.0,Concept Caption
779,3.0,4,1.0,1.0,Concept Caption
780,4.0,4,0.0,0.0,Concept Caption
781,4.0,5,1.0,1.0,Concept Caption
782,2.0,5,3.0,3.0,Concept Caption
783,3.0,3,0.0,0.0,Concept Caption
784,4.0,4,0.0,0.0,Concept Caption
785,4.0,5,1.0,1.0,Concept Caption
786,3.0,4,1.0,1.0,Concept Caption
787,4.0,3,-1.0,1.0,Concept Caption
788,4.0,4,0.0,0.0,Concept Caption
789,4.0,4,0.0,0.0,Concept Caption
790,3.0,5,2.0,2.0,Concept Caption
791,3.0,4,1.0,1.0,Concept Caption
792,4.0,4,0.0,0.0,Concept Caption
793,5.0,5,0.0,0.0,Concept Caption
794,5.0,4,-1.0,1.0,Concept Caption
795,3.0,3,0.0,0.0,diffusiondb
796,3.0,3,0.0,0.0,diffusiondb
797,2.0,4,2.0,2.0,diffusiondb
798,2.0,4,2.0,2.0,diffusiondb
799,3.0,5,2.0,2.0,diffusiondb
800,4.0,4,0.0,0.0,diffusiondb
801,3.0,4,1.0,1.0,diffusiondb
802,2.0,5,3.0,3.0,diffusiondb
803,3.0,4,1.0,1.0,diffusiondb
804,4.0,4,0.0,0.0,diffusiondb
805,3.0,5,2.0,2.0,diffusiondb
806,4.0,4,0.0,0.0,diffusiondb
807,1.0,4,3.0,3.0,diffusiondb
808,2.0,4,2.0,2.0,diffusiondb
809,4.0,4,0.0,0.0,diffusiondb
810,2.0,3,1.0,1.0,diffusiondb
811,4.0,4,0.0,0.0,diffusiondb
812,4.0,4,0.0,0.0,diffusiondb
813,4.0,4,0.0,0.0,diffusiondb
814,2.0,5,3.0,3.0,diffusiondb
815,2.0,4,2.0,2.0,diffusiondb
816,3.0,4,1.0,1.0,diffusiondb
817,2.0,5,3.0,3.0,diffusiondb
818,4.0,5,1.0,1.0,diffusiondb
819,1.0,5,4.0,4.0,diffusiondb
820,1.0,5,4.0,4.0,diffusiondb
821,1.0,4,3.0,3.0,diffusiondb
822,2.0,4,2.0,2.0,diffusiondb
823,3.0,3,0.0,0.0,diffusiondb
824,4.0,4,0.0,0.0,diffusiondb
825,1.0,5,4.0,4.0,diffusiondb
826,2.0,5,3.0,3.0,diffusiondb
827,4.0,4,0.0,0.0,diffusiondb
828,2.0,4,2.0,2.0,diffusiondb
829,3.0,3,0.0,0.0,diffusiondb
830,4.0,4,0.0,0.0,diffusiondb
831,2.0,5,3.0,3.0,diffusiondb
832,3.0,5,2.0,2.0,diffusiondb
833,4.0,5,1.0,1.0,diffusiondb
834,2.0,4,2.0,2.0,diffusiondb
835,2.0,4,2.0,2.0,diffusiondb
836,4.0,3,-1.0,1.0,diffusiondb
837,3.0,4,1.0,1.0,diffusiondb
838,4.0,3,-1.0,1.0,diffusiondb
839,3.0,4,1.0,1.0,diffusiondb
840,3.0,4,1.0,1.0,diffusiondb
841,1.0,4,3.0,3.0,diffusiondb
842,4.0,4,0.0,0.0,diffusiondb
843,4.0,3,-1.0,1.0,diffusiondb
844,4.0,4,0.0,0.0,diffusiondb
845,5.0,4,-1.0,1.0,diffusiondb
846,2.0,5,3.0,3.0,diffusiondb
847,2.0,5,3.0,3.0,diffusiondb
848,4.0,4,0.0,0.0,diffusiondb
849,3.0,3,0.0,0.0,diffusiondb
850,2.0,3,1.0,1.0,diffusiondb
851,2.0,4,2.0,2.0,diffusiondb
852,3.0,4,1.0,1.0,diffusiondb
853,3.0,3,0.0,0.0,diffusiondb
854,3.0,4,1.0,1.0,diffusiondb
855,4.0,4,0.0,0.0,diffusiondb
856,5.0,4,-1.0,1.0,diffusiondb
857,2.0,4,2.0,2.0,diffusiondb
858,2.0,4,2.0,2.0,diffusiondb
859,4.0,5,1.0,1.0,diffusiondb
860,4.0,4,0.0,0.0,diffusiondb
861,4.0,5,1.0,1.0,diffusiondb
862,5.0,4,-1.0,1.0,diffusiondb
863,4.0,5,1.0,1.0,diffusiondb
864,3.0,4,1.0,1.0,diffusiondb
865,4.0,5,1.0,1.0,diffusiondb
866,2.0,4,2.0,2.0,diffusiondb
867,1.0,3,2.0,2.0,diffusiondb
868,5.0,4,-1.0,1.0,diffusiondb
869,3.0,3,0.0,0.0,diffusiondb
870,1.0,2,1.0,1.0,diffusiondb
871,4.0,4,0.0,0.0,diffusiondb
872,4.0,4,0.0,0.0,diffusiondb
873,3.0,4,1.0,1.0,diffusiondb
874,4.0,5,1.0,1.0,diffusiondb
875,2.0,4,2.0,2.0,diffusiondb
876,3.0,4,1.0,1.0,diffusiondb
877,4.0,5,1.0,1.0,diffusiondb
878,1.0,5,4.0,4.0,diffusiondb
879,1.0,5,4.0,4.0,diffusiondb
880,4.0,5,1.0,1.0,diffusiondb
881,4.0,5,1.0,1.0,diffusiondb
882,3.0,5,2.0,2.0,diffusiondb
883,4.0,5,1.0,1.0,diffusiondb
884,1.0,3,2.0,2.0,diffusiondb
885,1.0,5,4.0,4.0,diffusiondb
886,3.0,5,2.0,2.0,diffusiondb
887,2.0,4,2.0,2.0,diffusiondb
888,2.0,4,2.0,2.0,diffusiondb
889,4.0,4,0.0,0.0,diffusiondb
890,1.0,5,4.0,4.0,diffusiondb
891,1.0,4,3.0,3.0,diffusiondb
892,4.0,4,0.0,0.0,diffusiondb
893,3.0,5,2.0,2.0,diffusiondb
894,2.0,5,3.0,3.0,diffusiondb
895,4.0,4,0.0,0.0,diffusiondb
896,1.0,3,2.0,2.0,diffusiondb
897,1.0,4,3.0,3.0,diffusiondb
898,3.0,5,2.0,2.0,diffusiondb
899,3.0,4,1.0,1.0,diffusiondb
900,2.0,4,2.0,2.0,diffusiondb
901,1.0,2,1.0,1.0,diffusiondb
902,4.0,4,0.0,0.0,diffusiondb
903,3.0,5,2.0,2.0,diffusiondb
904,4.0,4,0.0,0.0,diffusiondb
905,4.0,4,0.0,0.0,diffusiondb
906,2.0,5,3.0,3.0,diffusiondb
907,4.0,4,0.0,0.0,diffusiondb
908,4.0,5,1.0,1.0,diffusiondb
909,2.0,5,3.0,3.0,diffusiondb
910,4.0,5,1.0,1.0,diffusiondb
911,3.0,4,1.0,1.0,diffusiondb
912,2.0,4,2.0,2.0,diffusiondb
913,2.0,4,2.0,2.0,diffusiondb
914,4.0,3,-1.0,1.0,diffusiondb
915,3.0,3,0.0,0.0,diffusiondb
916,2.0,4,2.0,2.0,diffusiondb
917,4.0,5,1.0,1.0,diffusiondb
918,4.0,5,1.0,1.0,diffusiondb
919,4.0,4,0.0,0.0,diffusiondb
920,4.0,5,1.0,1.0,diffusiondb
921,3.0,5,2.0,2.0,diffusiondb
922,5.0,4,-1.0,1.0,diffusiondb
923,1.0,3,2.0,2.0,diffusiondb
924,2.0,3,1.0,1.0,diffusiondb
925,3.0,4,1.0,1.0,diffusiondb
926,3.0,5,2.0,2.0,diffusiondb
927,2.0,5,3.0,3.0,diffusiondb
928,5.0,4,-1.0,1.0,diffusiondb
929,1.0,4,3.0,3.0,diffusiondb
930,2.0,3,1.0,1.0,diffusiondb
931,3.0,4,1.0,1.0,diffusiondb
932,4.0,5,1.0,1.0,diffusiondb
933,2.0,4,2.0,2.0,diffusiondb
934,5.0,4,-1.0,1.0,diffusiondb
935,3.0,5,2.0,2.0,diffusiondb
936,2.0,4,2.0,2.0,diffusiondb
937,3.0,5,2.0,2.0,diffusiondb
938,3.0,4,1.0,1.0,diffusiondb
939,1.0,3,2.0,2.0,diffusiondb
940,4.0,4,0.0,0.0,diffusiondb
941,2.0,4,2.0,2.0,diffusiondb
942,2.0,5,3.0,3.0,diffusiondb
943,4.0,4,0.0,0.0,diffusiondb
944,2.0,5,3.0,3.0,diffusiondb
945,1.0,4,3.0,3.0,diffusiondb
946,3.0,5,2.0,2.0,diffusiondb
947,3.0,4,1.0,1.0,diffusiondb
948,3.0,5,2.0,2.0,diffusiondb
949,3.0,5,2.0,2.0,diffusiondb
950,3.0,4,1.0,1.0,diffusiondb
951,1.0,3,2.0,2.0,diffusiondb
952,3.0,4,1.0,1.0,diffusiondb
953,4.0,4,0.0,0.0,diffusiondb
954,4.0,4,0.0,0.0,diffusiondb
955,3.0,5,2.0,2.0,diffusiondb
956,2.0,5,3.0,3.0,diffusiondb
957,3.0,5,2.0,2.0,diffusiondb
958,2.0,4,2.0,2.0,diffusiondb
959,4.0,4,0.0,0.0,diffusiondb
960,4.0,3,-1.0,1.0,diffusiondb
961,3.0,4,1.0,1.0,diffusiondb
962,1.0,2,1.0,1.0,diffusiondb
963,2.0,4,2.0,2.0,diffusiondb
964,5.0,5,0.0,0.0,diffusiondb
965,4.0,4,0.0,0.0,diffusiondb
966,4.0,5,1.0,1.0,diffusiondb
967,3.0,5,2.0,2.0,diffusiondb
968,5.0,5,0.0,0.0,diffusiondb
969,4.0,4,0.0,0.0,diffusiondb
970,5.0,5,0.0,0.0,diffusiondb
971,4.0,5,1.0,1.0,diffusiondb
972,4.0,4,0.0,0.0,diffusiondb
973,4.0,5,1.0,1.0,diffusiondb
974,3.0,5,2.0,2.0,diffusiondb
975,2.0,4,2.0,2.0,diffusiondb
976,4.0,5,1.0,1.0,diffusiondb
977,4.0,3,-1.0,1.0,diffusiondb
978,4.0,3,-1.0,1.0,diffusiondb
979,4.0,4,0.0,0.0,diffusiondb
980,3.0,5,2.0,2.0,diffusiondb
981,2.0,2,0.0,0.0,diffusiondb
982,4.0,4,0.0,0.0,diffusiondb
983,3.0,4,1.0,1.0,diffusiondb
984,4.0,3,-1.0,1.0,diffusiondb
985,3.0,5,2.0,2.0,diffusiondb
986,3.0,5,2.0,2.0,diffusiondb
987,2.0,4,2.0,2.0,diffusiondb
988,3.0,3,0.0,0.0,diffusiondb
989,3.0,5,2.0,2.0,diffusiondb
990,3.0,3,0.0,0.0,diffusiondb
991,3.0,5,2.0,2.0,diffusiondb
992,2.0,2,0.0,0.0,diffusiondb
993,1.0,4,3.0,3.0,diffusiondb
994,2.0,4,2.0,2.0,diffusiondb
995,4.0,3,-1.0,1.0,diffusiondb
996,4.0,3,-1.0,1.0,diffusiondb
997,2.0,4,2.0,2.0,diffusiondb
998,1.0,4,3.0,3.0,diffusiondb
999,1.0,4,3.0,3.0,diffusiondb
1000,3.0,4,1.0,1.0,diffusiondb
1001,4.0,4,0.0,0.0,diffusiondb
1002,4.0,4,0.0,0.0,diffusiondb
1003,4.0,5,1.0,1.0,diffusiondb
1004,1.0,5,4.0,4.0,diffusiondb
1005,1.0,4,3.0,3.0,diffusiondb
1006,4.0,4,0.0,0.0,diffusiondb
1007,3.0,4,1.0,1.0,diffusiondb
1008,3.0,3,0.0,0.0,diffusiondb
1009,3.0,3,0.0,0.0,diffusiondb
1010,2.0,4,2.0,2.0,diffusiondb
1011,1.0,5,4.0,4.0,diffusiondb
1012,2.0,4,2.0,2.0,diffusiondb
1013,4.0,5,1.0,1.0,diffusiondb
1014,3.0,5,2.0,2.0,diffusiondb
1015,3.0,5,2.0,2.0,diffusiondb
1016,2.0,4,2.0,2.0,diffusiondb
1017,2.0,5,3.0,3.0,diffusiondb
1018,3.0,5,2.0,2.0,diffusiondb
1019,4.0,4,0.0,0.0,diffusiondb
1020,3.0,5,2.0,2.0,diffusiondb
1021,3.0,5,2.0,2.0,diffusiondb
1022,1.0,3,2.0,2.0,diffusiondb
1023,4.0,4,0.0,0.0,diffusiondb
1024,4.0,4,0.0,0.0,diffusiondb
1025,1.0,4,3.0,3.0,diffusiondb
1026,2.0,4,2.0,2.0,diffusiondb
1027,1.0,5,4.0,4.0,diffusiondb
1028,2.0,4,2.0,2.0,diffusiondb
1029,1.0,3,2.0,2.0,diffusiondb
1030,5.0,4,-1.0,1.0,diffusiondb
1031,4.0,4,0.0,0.0,diffusiondb
1032,4.0,4,0.0,0.0,diffusiondb
1033,3.0,4,1.0,1.0,diffusiondb
1034,3.0,4,1.0,1.0,diffusiondb
1035,2.0,4,2.0,2.0,diffusiondb
1036,5.0,4,-1.0,1.0,diffusiondb
1037,2.0,5,3.0,3.0,diffusiondb
1038,3.0,5,2.0,2.0,diffusiondb
1039,3.0,4,1.0,1.0,diffusiondb
1040,3.0,3,0.0,0.0,diffusiondb
1041,2.0,4,2.0,2.0,diffusiondb
1042,4.0,4,0.0,0.0,diffusiondb
1043,3.0,4,1.0,1.0,diffusiondb
1044,4.0,5,1.0,1.0,diffusiondb
1045,4.0,3,-1.0,1.0,diffusiondb
1046,4.0,4,0.0,0.0,diffusiondb
1047,4.0,4,0.0,0.0,diffusiondb
1048,4.0,4,0.0,0.0,diffusiondb
1049,3.0,4,1.0,1.0,diffusiondb
1050,4.0,4,0.0,0.0,diffusiondb
1051,3.0,4,1.0,1.0,diffusiondb
1052,2.0,5,3.0,3.0,diffusiondb
1053,2.0,5,3.0,3.0,diffusiondb
1054,1.0,4,3.0,3.0,diffusiondb
1055,2.0,3,1.0,1.0,diffusiondb
1056,2.0,4,2.0,2.0,diffusiondb
1057,3.0,4,1.0,1.0,diffusiondb
1058,3.0,4,1.0,1.0,diffusiondb
1059,3.0,5,2.0,2.0,diffusiondb
1060,4.0,5,1.0,1.0,diffusiondb
1061,2.0,3,1.0,1.0,diffusiondb
1062,2.0,3,1.0,1.0,diffusiondb
1063,3.0,4,1.0,1.0,diffusiondb
1064,2.0,5,3.0,3.0,diffusiondb
1065,1.0,5,4.0,4.0,diffusiondb
1066,5.0,4,-1.0,1.0,diffusiondb
1067,4.0,4,0.0,0.0,diffusiondb
1068,4.0,5,1.0,1.0,diffusiondb
1069,3.0,3,0.0,0.0,diffusiondb
1070,3.0,5,2.0,2.0,diffusiondb
1071,2.0,5,3.0,3.0,diffusiondb
1072,3.0,5,2.0,2.0,diffusiondb
1073,4.0,5,1.0,1.0,diffusiondb
1074,4.0,3,-1.0,1.0,diffusiondb
1075,3.0,4,1.0,1.0,diffusiondb
1076,3.0,5,2.0,2.0,diffusiondb
1077,3.0,5,2.0,2.0,diffusiondb
1078,3.0,5,2.0,2.0,diffusiondb
1079,4.0,4,0.0,0.0,diffusiondb
1080,4.0,5,1.0,1.0,diffusiondb
1081,3.0,4,1.0,1.0,diffusiondb
1082,2.0,5,3.0,3.0,diffusiondb
1083,2.0,5,3.0,3.0,diffusiondb
1084,4.0,4,0.0,0.0,diffusiondb
1085,4.0,5,1.0,1.0,diffusiondb
1086,4.0,5,1.0,1.0,diffusiondb
1087,3.0,4,1.0,1.0,diffusiondb
1088,3.0,3,0.0,0.0,diffusiondb
1089,2.0,4,2.0,2.0,diffusiondb
1090,4.0,3,-1.0,1.0,diffusiondb
1091,2.0,5,3.0,3.0,diffusiondb
1092,4.0,5,1.0,1.0,diffusiondb
1093,3.0,4,1.0,1.0,diffusiondb
1094,1.0,3,2.0,2.0,infographicsVQA
1095,4.0,5,1.0,1.0,infographicsVQA
1096,5.0,5,0.0,0.0,infographicsVQA
1097,4.0,1,-3.0,3.0,infographicsVQA
1098,1.0,1,0.0,0.0,infographicsVQA
1099,2.0,1,-1.0,1.0,infographicsVQA
1100,3.0,4,1.0,1.0,infographicsVQA
1101,4.0,3,-1.0,1.0,infographicsVQA
1102,1.0,2,1.0,1.0,infographicsVQA
1103,1.0,1,0.0,0.0,infographicsVQA
1104,5.0,5,0.0,0.0,infographicsVQA
1105,1.0,4,3.0,3.0,infographicsVQA
1106,1.0,3,2.0,2.0,infographicsVQA
1107,5.0,2,-3.0,3.0,infographicsVQA
1108,5.0,5,0.0,0.0,infographicsVQA
1109,5.0,2,-3.0,3.0,infographicsVQA
1110,4.0,5,1.0,1.0,infographicsVQA
1111,3.0,2,-1.0,1.0,infographicsVQA
1112,5.0,5,0.0,0.0,infographicsVQA
1113,3.0,2,-1.0,1.0,infographicsVQA
1114,1.0,3,2.0,2.0,infographicsVQA
1115,1.0,1,0.0,0.0,infographicsVQA
1116,2.0,3,1.0,1.0,infographicsVQA
1117,3.0,3,0.0,0.0,infographicsVQA
1118,1.0,1,0.0,0.0,infographicsVQA
1119,5.0,5,0.0,0.0,infographicsVQA
1120,5.0,5,0.0,0.0,infographicsVQA
1121,5.0,5,0.0,0.0,infographicsVQA
1122,3.0,2,-1.0,1.0,infographicsVQA
1123,3.0,2,-1.0,1.0,infographicsVQA
1124,2.0,5,3.0,3.0,infographicsVQA
1125,3.0,3,0.0,0.0,infographicsVQA
1126,1.0,4,3.0,3.0,infographicsVQA
1127,4.0,4,0.0,0.0,infographicsVQA
1128,5.0,4,-1.0,1.0,infographicsVQA
1129,4.0,3,-1.0,1.0,infographicsVQA
1130,2.0,3,1.0,1.0,infographicsVQA
1131,4.0,5,1.0,1.0,infographicsVQA
1132,5.0,5,0.0,0.0,infographicsVQA
1133,1.0,1,0.0,0.0,infographicsVQA
1134,1.0,3,2.0,2.0,infographicsVQA
1135,5.0,4,-1.0,1.0,infographicsVQA
1136,5.0,4,-1.0,1.0,infographicsVQA
1137,5.0,4,-1.0,1.0,infographicsVQA
1138,3.0,4,1.0,1.0,infographicsVQA
1139,5.0,5,0.0,0.0,infographicsVQA
1140,3.0,4,1.0,1.0,infographicsVQA
1141,3.0,5,2.0,2.0,infographicsVQA
1142,1.0,2,1.0,1.0,infographicsVQA
1143,5.0,5,0.0,0.0,infographicsVQA
1144,1.0,5,4.0,4.0,infographicsVQA
1145,5.0,4,-1.0,1.0,infographicsVQA
1146,5.0,3,-2.0,2.0,infographicsVQA
1147,3.0,1,-2.0,2.0,infographicsVQA
1148,2.0,5,3.0,3.0,infographicsVQA
1149,4.0,2,-2.0,2.0,infographicsVQA
1150,2.0,3,1.0,1.0,infographicsVQA
1151,2.0,3,1.0,1.0,infographicsVQA
1152,5.0,3,-2.0,2.0,infographicsVQA
1153,3.0,1,-2.0,2.0,infographicsVQA
1154,2.0,4,2.0,2.0,infographicsVQA
1155,5.0,1,-4.0,4.0,infographicsVQA
1156,4.0,4,0.0,0.0,infographicsVQA
1157,2.0,3,1.0,1.0,infographicsVQA
1158,1.0,2,1.0,1.0,infographicsVQA
1159,5.0,5,0.0,0.0,infographicsVQA
1160,4.0,5,1.0,1.0,infographicsVQA
1161,1.0,1,0.0,0.0,infographicsVQA
1162,4.0,4,0.0,0.0,infographicsVQA
1163,5.0,5,0.0,0.0,infographicsVQA
1164,5.0,5,0.0,0.0,infographicsVQA
1165,4.0,4,0.0,0.0,infographicsVQA
1166,2.0,4,2.0,2.0,infographicsVQA
1167,4.0,3,-1.0,1.0,infographicsVQA
1168,1.0,4,3.0,3.0,infographicsVQA
1169,4.0,2,-2.0,2.0,infographicsVQA
1170,2.0,4,2.0,2.0,infographicsVQA
1171,5.0,3,-2.0,2.0,infographicsVQA
1172,2.0,1,-1.0,1.0,infographicsVQA
1173,4.0,1,-3.0,3.0,infographicsVQA
1174,1.0,4,3.0,3.0,infographicsVQA
1175,3.0,5,2.0,2.0,infographicsVQA
1176,2.0,5,3.0,3.0,infographicsVQA
1177,3.0,3,0.0,0.0,infographicsVQA
1178,3.0,3,0.0,0.0,infographicsVQA
1179,3.0,5,2.0,2.0,infographicsVQA
1180,2.0,4,2.0,2.0,infographicsVQA
1181,4.0,2,-2.0,2.0,infographicsVQA
1182,3.0,4,1.0,1.0,infographicsVQA
1183,4.0,4,0.0,0.0,infographicsVQA
1184,3.0,4,1.0,1.0,infographicsVQA
1185,4.0,5,1.0,1.0,infographicsVQA
1186,4.0,5,1.0,1.0,infographicsVQA
1187,4.0,5,1.0,1.0,infographicsVQA
1188,3.0,5,2.0,2.0,infographicsVQA
1189,2.0,3,1.0,1.0,infographicsVQA
1190,4.0,5,1.0,1.0,infographicsVQA
1191,4.0,4,0.0,0.0,infographicsVQA
1192,3.0,2,-1.0,1.0,infographicsVQA
1193,3.0,1,-2.0,2.0,infographicsVQA
1194,4.0,3,-1.0,1.0,infographicsVQA
1195,5.0,5,0.0,0.0,infographicsVQA
1196,3.0,2,-1.0,1.0,infographicsVQA
1197,2.0,4,2.0,2.0,infographicsVQA
1198,1.0,1,0.0,0.0,infographicsVQA
1199,2.0,5,3.0,3.0,infographicsVQA
1200,5.0,4,-1.0,1.0,infographicsVQA
1201,4.0,3,-1.0,1.0,infographicsVQA
1202,3.0,1,-2.0,2.0,infographicsVQA
1203,4.0,4,0.0,0.0,infographicsVQA
1204,1.0,1,0.0,0.0,infographicsVQA
1205,1.0,3,2.0,2.0,infographicsVQA
1206,4.0,5,1.0,1.0,infographicsVQA
1207,4.0,5,1.0,1.0,infographicsVQA
1208,2.0,3,1.0,1.0,infographicsVQA
1209,1.0,1,0.0,0.0,infographicsVQA
1210,1.0,5,4.0,4.0,infographicsVQA
1211,5.0,3,-2.0,2.0,infographicsVQA
1212,3.0,5,2.0,2.0,infographicsVQA
1213,1.0,3,2.0,2.0,infographicsVQA
1214,4.0,1,-3.0,3.0,infographicsVQA
1215,4.0,4,0.0,0.0,infographicsVQA
1216,3.0,5,2.0,2.0,infographicsVQA
1217,2.0,1,-1.0,1.0,infographicsVQA
1218,2.0,3,1.0,1.0,infographicsVQA
1219,2.0,3,1.0,1.0,infographicsVQA
1220,1.0,5,4.0,4.0,infographicsVQA
1221,1.0,1,0.0,0.0,infographicsVQA
1222,5.0,5,0.0,0.0,infographicsVQA
1223,5.0,5,0.0,0.0,infographicsVQA
1224,5.0,4,-1.0,1.0,infographicsVQA
1225,3.0,4,1.0,1.0,infographicsVQA
1226,3.0,4,1.0,1.0,infographicsVQA
1227,5.0,4,-1.0,1.0,infographicsVQA
1228,2.0,3,1.0,1.0,infographicsVQA
1229,4.0,2,-2.0,2.0,infographicsVQA
1230,2.0,5,3.0,3.0,infographicsVQA
1231,5.0,4,-1.0,1.0,infographicsVQA
1232,4.0,4,0.0,0.0,infographicsVQA
1233,4.0,5,1.0,1.0,infographicsVQA
1234,4.0,4,0.0,0.0,infographicsVQA
1235,4.0,5,1.0,1.0,infographicsVQA
1236,4.0,5,1.0,1.0,infographicsVQA
1237,1.0,3,2.0,2.0,infographicsVQA
1238,5.0,4,-1.0,1.0,infographicsVQA
1239,1.0,4,3.0,3.0,infographicsVQA
1240,3.0,4,1.0,1.0,infographicsVQA
1241,4.0,1,-3.0,3.0,infographicsVQA
1242,5.0,5,0.0,0.0,infographicsVQA
1243,5.0,4,-1.0,1.0,infographicsVQA
1244,2.0,4,2.0,2.0,infographicsVQA
1245,3.0,1,-2.0,2.0,infographicsVQA
1246,1.0,4,3.0,3.0,infographicsVQA
1247,5.0,5,0.0,0.0,infographicsVQA
1248,1.0,1,0.0,0.0,infographicsVQA
1249,4.0,5,1.0,1.0,infographicsVQA
1250,4.0,3,-1.0,1.0,infographicsVQA
1251,3.0,4,1.0,1.0,infographicsVQA
1252,2.0,4,2.0,2.0,infographicsVQA
